sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
35996,,Default,simple,Default Category,base,MEDIUM CANDLE 9.7oz EXOTIC MANGO & HONEY,MEDIUM CANDLE 9.7oz EXOTIC MANGO & HONEY,,1,2,Taxable Goods,"Catalog, Search",27.99,,,,MEDIUM-CANDLE-9.7oz-EXOTIC-MANGO-HONEY,MEDIUM CANDLE 9.7oz EXOTIC MANGO & HONEY,MEDIUM CANDLE 9.7oz EXOTIC MANGO & HONEY,MEDIUM CANDLE 9.7oz EXOTIC MANGO & HONEY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36009,,Default,simple,Default Category,base,MEDIUM CANDLE 9.7oz FIG & CASSIS,MEDIUM CANDLE 9.7oz FIG & CASSIS,,1,2,Taxable Goods,"Catalog, Search",27.99,,,,MEDIUM-CANDLE-9.7oz-FIG-CASSIS,MEDIUM CANDLE 9.7oz FIG & CASSIS,MEDIUM CANDLE 9.7oz FIG & CASSIS,MEDIUM CANDLE 9.7oz FIG & CASSIS,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36016,,Default,simple,Default Category,base,MEDIUM CANDLE 9.7oz FRENCH PEAR,MEDIUM CANDLE 9.7oz FRENCH PEAR,,1,2,Taxable Goods,"Catalog, Search",27.99,,,,MEDIUM-CANDLE-9.7oz-FRENCH-PEAR,MEDIUM CANDLE 9.7oz FRENCH PEAR,MEDIUM CANDLE 9.7oz FRENCH PEAR,MEDIUM CANDLE 9.7oz FRENCH PEAR,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36023,,Default,simple,Default Category,base,MEDIUM CANDLE 9.7oz LEMONGRASS & GINGER,MEDIUM CANDLE 9.7oz LEMONGRASS & GINGER,,1,2,Taxable Goods,"Catalog, Search",27.99,,,,MEDIUM-CANDLE-9.7oz-LEMONGRASS-GINGER,MEDIUM CANDLE 9.7oz LEMONGRASS & GINGER,MEDIUM CANDLE 9.7oz LEMONGRASS & GINGER,MEDIUM CANDLE 9.7oz LEMONGRASS & GINGER,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36030,,Default,simple,Default Category,base,"MEDIUM CANDLE 9.7oz LIME, BASIL & MANDARIN","MEDIUM CANDLE 9.7oz LIME, BASIL & MANDARIN",,1,2,Taxable Goods,"Catalog, Search",27.99,,,,"MEDIUM-CANDLE-9.7oz-LIME,-BASIL-MANDARIN","MEDIUM CANDLE 9.7oz LIME, BASIL & MANDARIN","MEDIUM CANDLE 9.7oz LIME, BASIL & MANDARIN","MEDIUM CANDLE 9.7oz LIME, BASIL & MANDARIN",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36047,,Default,simple,Default Category,base,MEDIUM CANDLE 9.7oz LYCHEE & PEONY,MEDIUM CANDLE 9.7oz LYCHEE & PEONY,,1,2,Taxable Goods,"Catalog, Search",27.99,,,,MEDIUM-CANDLE-9.7oz-LYCHEE-PEONY,MEDIUM CANDLE 9.7oz LYCHEE & PEONY,MEDIUM CANDLE 9.7oz LYCHEE & PEONY,MEDIUM CANDLE 9.7oz LYCHEE & PEONY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36054,,Default,simple,Default Category,base,MEDIUM CANDLE 9.7oz NECTARINE & MINT,MEDIUM CANDLE 9.7oz NECTARINE & MINT,,1,2,Taxable Goods,"Catalog, Search",27.99,,,,MEDIUM-CANDLE-9.7oz-NECTARINE-MINT,MEDIUM CANDLE 9.7oz NECTARINE & MINT,MEDIUM CANDLE 9.7oz NECTARINE & MINT,MEDIUM CANDLE 9.7oz NECTARINE & MINT,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36061,,Default,simple,Default Category,base,MEDIUM CANDLE 9.7oz SALTED CARAMEL,MEDIUM CANDLE 9.7oz SALTED CARAMEL,,1,2,Taxable Goods,"Catalog, Search",27.99,,,,MEDIUM-CANDLE-9.7oz-SALTED-CARAMEL,MEDIUM CANDLE 9.7oz SALTED CARAMEL,MEDIUM CANDLE 9.7oz SALTED CARAMEL,MEDIUM CANDLE 9.7oz SALTED CARAMEL,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36078,,Default,simple,Default Category,base,MEDIUM CANDLE 9.7oz SWEET PEA & VANILLA,MEDIUM CANDLE 9.7oz SWEET PEA & VANILLA,,1,2,Taxable Goods,"Catalog, Search",27.99,,,,MEDIUM-CANDLE-9.7oz-SWEET-PEA-VANILLA,MEDIUM CANDLE 9.7oz SWEET PEA & VANILLA,MEDIUM CANDLE 9.7oz SWEET PEA & VANILLA,MEDIUM CANDLE 9.7oz SWEET PEA & VANILLA,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36085,,Default,simple,Default Category,base,MEDIUM CANDLE 9.7oz TIGERLILLY,MEDIUM CANDLE 9.7oz TIGERLILLY,,1,2,Taxable Goods,"Catalog, Search",27.99,,,,MEDIUM-CANDLE-9.7oz-TIGERLILLY,MEDIUM CANDLE 9.7oz TIGERLILLY,MEDIUM CANDLE 9.7oz TIGERLILLY,MEDIUM CANDLE 9.7oz TIGERLILLY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36092,,Default,simple,Default Category,base,SMALL CANDLE 4.5oz AUSTRALIAN OUTBACK,SMALL CANDLE 4.5oz AUSTRALIAN OUTBACK,,1,2,Taxable Goods,"Catalog, Search",17.99,,,,SMALL-CANDLE-4.5oz-AUSTRALIAN-OUTBACK,SMALL CANDLE 4.5oz AUSTRALIAN OUTBACK,SMALL CANDLE 4.5oz AUSTRALIAN OUTBACK,SMALL CANDLE 4.5oz AUSTRALIAN OUTBACK,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36108,,Default,simple,Default Category,base,SMALL CANDLE 4.5oz CHAMPAGNE & STRAWBERRY,SMALL CANDLE 4.5oz CHAMPAGNE & STRAWBERRY,,1,2,Taxable Goods,"Catalog, Search",17.99,,,,SMALL-CANDLE-4.5oz-CHAMPAGNE-STRAWBERRY,SMALL CANDLE 4.5oz CHAMPAGNE & STRAWBERRY,SMALL CANDLE 4.5oz CHAMPAGNE & STRAWBERRY,SMALL CANDLE 4.5oz CHAMPAGNE & STRAWBERRY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36139,,Default,simple,Default Category,base,SMALL CANDLE 4.5oz FIG & CASSIS,SMALL CANDLE 4.5oz FIG & CASSIS,,1,2,Taxable Goods,"Catalog, Search",17.99,,,,SMALL-CANDLE-4.5oz-FIG-CASSIS,SMALL CANDLE 4.5oz FIG & CASSIS,SMALL CANDLE 4.5oz FIG & CASSIS,SMALL CANDLE 4.5oz FIG & CASSIS,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36146,,Default,simple,Default Category,base,SMALL CANDLE 4.5oz FRENCH PEAR,SMALL CANDLE 4.5oz FRENCH PEAR,,1,2,Taxable Goods,"Catalog, Search",17.99,,,,SMALL-CANDLE-4.5oz-FRENCH-PEAR,SMALL CANDLE 4.5oz FRENCH PEAR,SMALL CANDLE 4.5oz FRENCH PEAR,SMALL CANDLE 4.5oz FRENCH PEAR,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36153,,Default,simple,Default Category,base,SMALL CANDLE 4.5oz LEMONGRASS & GINGER,SMALL CANDLE 4.5oz LEMONGRASS & GINGER,,1,2,Taxable Goods,"Catalog, Search",17.99,,,,SMALL-CANDLE-4.5oz-LEMONGRASS-GINGER,SMALL CANDLE 4.5oz LEMONGRASS & GINGER,SMALL CANDLE 4.5oz LEMONGRASS & GINGER,SMALL CANDLE 4.5oz LEMONGRASS & GINGER,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36160,,Default,simple,Default Category,base,SMALL CANDLE 4.5oz LIME BASIL,SMALL CANDLE 4.5oz LIME BASIL,,1,2,Taxable Goods,"Catalog, Search",17.99,,,,SMALL-CANDLE-4.5oz-LIME-BASIL,SMALL CANDLE 4.5oz LIME BASIL,SMALL CANDLE 4.5oz LIME BASIL,SMALL CANDLE 4.5oz LIME BASIL,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36177,,Default,simple,Default Category,base,SMALL CANDLE 4.5oz LYCHEE & PEONY,SMALL CANDLE 4.5oz LYCHEE & PEONY,,1,2,Taxable Goods,"Catalog, Search",17.99,,,,SMALL-CANDLE-4.5oz-LYCHEE-PEONY,SMALL CANDLE 4.5oz LYCHEE & PEONY,SMALL CANDLE 4.5oz LYCHEE & PEONY,SMALL CANDLE 4.5oz LYCHEE & PEONY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36184,,Default,simple,Default Category,base,SMALL CANDLE 4.5oz NECTARINE & MINT,SMALL CANDLE 4.5oz NECTARINE & MINT,,1,2,Taxable Goods,"Catalog, Search",17.99,,,,SMALL-CANDLE-4.5oz-NECTARINE-MINT,SMALL CANDLE 4.5oz NECTARINE & MINT,SMALL CANDLE 4.5oz NECTARINE & MINT,SMALL CANDLE 4.5oz NECTARINE & MINT,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36191,,Default,simple,Default Category,base,SMALL CANDLE 4.5oz SALTED CARAMEL,SMALL CANDLE 4.5oz SALTED CARAMEL,,1,2,Taxable Goods,"Catalog, Search",17.99,,,,SMALL-CANDLE-4.5oz-SALTED-CARAMEL,SMALL CANDLE 4.5oz SALTED CARAMEL,SMALL CANDLE 4.5oz SALTED CARAMEL,SMALL CANDLE 4.5oz SALTED CARAMEL,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36207,,Default,simple,Default Category,base,SMALL CANDLE 4.5oz SWEET PEA & VANILLA,SMALL CANDLE 4.5oz SWEET PEA & VANILLA,,1,2,Taxable Goods,"Catalog, Search",17.99,,,,SMALL-CANDLE-4.5oz-SWEET-PEA-VANILLA,SMALL CANDLE 4.5oz SWEET PEA & VANILLA,SMALL CANDLE 4.5oz SWEET PEA & VANILLA,SMALL CANDLE 4.5oz SWEET PEA & VANILLA,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36214,,Default,simple,Default Category,base,SMALL CANDLE 4.5oz TIGERLILLY,SMALL CANDLE 4.5oz TIGERLILLY,,1,2,Taxable Goods,"Catalog, Search",17.99,,,,SMALL-CANDLE-4.5oz-TIGERLILLY,SMALL CANDLE 4.5oz TIGERLILLY,SMALL CANDLE 4.5oz TIGERLILLY,SMALL CANDLE 4.5oz TIGERLILLY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36221,,Default,simple,Default Category,base,TIN CANDLE 3.5OZ AUSTRALIAN OUTBACK,TIN CANDLE 3.5OZ AUSTRALIAN OUTBACK,,1,2,Taxable Goods,"Catalog, Search",14.99,,,,TIN-CANDLE-3.5OZ-AUSTRALIAN-OUTBACK,TIN CANDLE 3.5OZ AUSTRALIAN OUTBACK,TIN CANDLE 3.5OZ AUSTRALIAN OUTBACK,TIN CANDLE 3.5OZ AUSTRALIAN OUTBACK,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36238,,Default,simple,Default Category,base,TIN CANDLE 3.5OZ CHAMPAGNE & STRAWBERRY,TIN CANDLE 3.5OZ CHAMPAGNE & STRAWBERRY,,1,2,Taxable Goods,"Catalog, Search",14.99,,,,TIN-CANDLE-3.5OZ-CHAMPAGNE-STRAWBERRY,TIN CANDLE 3.5OZ CHAMPAGNE & STRAWBERRY,TIN CANDLE 3.5OZ CHAMPAGNE & STRAWBERRY,TIN CANDLE 3.5OZ CHAMPAGNE & STRAWBERRY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36245,,Default,simple,Default Category,base,TIN CANDLE 3.5OZ COCONUT & LIME,TIN CANDLE 3.5OZ COCONUT & LIME,,1,2,Taxable Goods,"Catalog, Search",14.99,,,,TIN-CANDLE-3.5OZ-COCONUT-LIME,TIN CANDLE 3.5OZ COCONUT & LIME,TIN CANDLE 3.5OZ COCONUT & LIME,TIN CANDLE 3.5OZ COCONUT & LIME,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36252,,Default,simple,Default Category,base,TIN CANDLE 3.5OZ EXOTIC MANGO & HONEY,TIN CANDLE 3.5OZ EXOTIC MANGO & HONEY,,1,2,Taxable Goods,"Catalog, Search",14.99,,,,TIN-CANDLE-3.5OZ-EXOTIC-MANGO-HONEY,TIN CANDLE 3.5OZ EXOTIC MANGO & HONEY,TIN CANDLE 3.5OZ EXOTIC MANGO & HONEY,TIN CANDLE 3.5OZ EXOTIC MANGO & HONEY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36269,,Default,simple,Default Category,base,TIN CANDLE 3.5OZ FIG & CASSIS,TIN CANDLE 3.5OZ FIG & CASSIS,,1,2,Taxable Goods,"Catalog, Search",14.99,,,,TIN-CANDLE-3.5OZ-FIG-CASSIS,TIN CANDLE 3.5OZ FIG & CASSIS,TIN CANDLE 3.5OZ FIG & CASSIS,TIN CANDLE 3.5OZ FIG & CASSIS,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36276,,Default,simple,Default Category,base,TIN CANDLE 3.5OZ FRENCH PEAR,TIN CANDLE 3.5OZ FRENCH PEAR,,1,2,Taxable Goods,"Catalog, Search",14.99,,,,TIN-CANDLE-3.5OZ-FRENCH-PEAR,TIN CANDLE 3.5OZ FRENCH PEAR,TIN CANDLE 3.5OZ FRENCH PEAR,TIN CANDLE 3.5OZ FRENCH PEAR,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36283,,Default,simple,Default Category,base,TIN CANDLE 3.5OZ LEMONGRASS & GINGER,TIN CANDLE 3.5OZ LEMONGRASS & GINGER,,1,2,Taxable Goods,"Catalog, Search",14.99,,,,TIN-CANDLE-3.5OZ-LEMONGRASS-GINGER,TIN CANDLE 3.5OZ LEMONGRASS & GINGER,TIN CANDLE 3.5OZ LEMONGRASS & GINGER,TIN CANDLE 3.5OZ LEMONGRASS & GINGER,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36290,,Default,simple,Default Category,base,"TIN CANDLE 3.5OZ LIME, BASIL & MANDARIN","TIN CANDLE 3.5OZ LIME, BASIL & MANDARIN",,1,2,Taxable Goods,"Catalog, Search",14.99,,,,"TIN-CANDLE-3.5OZ-LIME,-BASIL-MANDARIN","TIN CANDLE 3.5OZ LIME, BASIL & MANDARIN","TIN CANDLE 3.5OZ LIME, BASIL & MANDARIN","TIN CANDLE 3.5OZ LIME, BASIL & MANDARIN",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36306,,Default,simple,Default Category,base,TIN CANDLE 3.5OZ LYCHEE & PEONY,TIN CANDLE 3.5OZ LYCHEE & PEONY,,1,2,Taxable Goods,"Catalog, Search",14.99,,,,TIN-CANDLE-3.5OZ-LYCHEE-PEONY,TIN CANDLE 3.5OZ LYCHEE & PEONY,TIN CANDLE 3.5OZ LYCHEE & PEONY,TIN CANDLE 3.5OZ LYCHEE & PEONY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36313,,Default,simple,Default Category,base,TIN CANDLE 3.5OZ NECTARINE & MINT,TIN CANDLE 3.5OZ NECTARINE & MINT,,1,2,Taxable Goods,"Catalog, Search",14.99,,,,TIN-CANDLE-3.5OZ-NECTARINE-MINT,TIN CANDLE 3.5OZ NECTARINE & MINT,TIN CANDLE 3.5OZ NECTARINE & MINT,TIN CANDLE 3.5OZ NECTARINE & MINT,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36320,,Default,simple,Default Category,base,TIN CANDLE 3.5OZ SALTED CARAMEL,TIN CANDLE 3.5OZ SALTED CARAMEL,,1,2,Taxable Goods,"Catalog, Search",14.99,,,,TIN-CANDLE-3.5OZ-SALTED-CARAMEL,TIN CANDLE 3.5OZ SALTED CARAMEL,TIN CANDLE 3.5OZ SALTED CARAMEL,TIN CANDLE 3.5OZ SALTED CARAMEL,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36337,,Default,simple,Default Category,base,TIN CANDLE 3.5OZ SWEET PEA & VANILLA,TIN CANDLE 3.5OZ SWEET PEA & VANILLA,,1,2,Taxable Goods,"Catalog, Search",14.99,,,,TIN-CANDLE-3.5OZ-SWEET-PEA-VANILLA,TIN CANDLE 3.5OZ SWEET PEA & VANILLA,TIN CANDLE 3.5OZ SWEET PEA & VANILLA,TIN CANDLE 3.5OZ SWEET PEA & VANILLA,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
36344,,Default,simple,Default Category,base,TIN CANDLE 3.5OZ TIGERLILLY,TIN CANDLE 3.5OZ TIGERLILLY,,1,2,Taxable Goods,"Catalog, Search",14.99,,,,TIN-CANDLE-3.5OZ-TIGERLILLY,TIN CANDLE 3.5OZ TIGERLILLY,TIN CANDLE 3.5OZ TIGERLILLY,TIN CANDLE 3.5OZ TIGERLILLY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
400000624,,Default,simple,Default Category,base,Tefal OptiGrill Indoor Grill,Tefal OptiGrill Indoor Grill,,1,2,Taxable Goods,"Catalog, Search",179.99,,,,Tefal-OptiGrill-Indoor-Grill,Tefal OptiGrill Indoor Grill,Tefal OptiGrill Indoor Grill,Tefal OptiGrill Indoor Grill,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
4002293102504,,Default,simple,Default Category,base,"Wusthof 2-3/4"" Grand Prix II Peeling Knife","Wusthof 2-3/4"" Grand Prix II Peeling Knife",,1,2,Taxable Goods,"Catalog, Search",39.99,,,,Wusthof-2-3/4-Grand-Prix-II-Peeling-Knife,"Wusthof 2-3/4"" Grand Prix II Peeling Knife","Wusthof 2-3/4"" Grand Prix II Peeling Knife","Wusthof 2-3/4"" Grand Prix II Peeling Knife",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
4002293110608,,Default,simple,Default Category,base,"Wusthof 5"" Grand Prix II Serrated Utility Knife","Wusthof 5"" Grand Prix II Serrated Utility Knife",,1,2,Taxable Goods,"Catalog, Search",59.99,,,,Wusthof-5-Grand-Prix-II-Serrated-Utility-Knife,"Wusthof 5"" Grand Prix II Serrated Utility Knife","Wusthof 5"" Grand Prix II Serrated Utility Knife","Wusthof 5"" Grand Prix II Serrated Utility Knife",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
4002293152523,,Default,simple,Default Category,base,"Wusthof 6"" Grand Prix II Utility Knife","Wusthof 6"" Grand Prix II Utility Knife",,1,2,Taxable Goods,"Catalog, Search",64.99,,,,Wusthof-6-Grand-Prix-II-Utility-Knife,"Wusthof 6"" Grand Prix II Utility Knife","Wusthof 6"" Grand Prix II Utility Knife","Wusthof 6"" Grand Prix II Utility Knife",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
4002293158549,,Default,simple,Default Category,base,"Wusthof 8"" Grand Prix Cooks Knife","Wusthof 8"" Grand Prix Cooks Knife",,1,2,Taxable Goods,"Catalog, Search",159.99,,,,Wusthof-8-Grand-Prix-Cooks-Knife,"Wusthof 8"" Grand Prix Cooks Knife","Wusthof 8"" Grand Prix Cooks Knife","Wusthof 8"" Grand Prix Cooks Knife",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
