sku	product_type	categories	name	description	short_description	weight	price	url_key	meta_title	meta_keywords	meta_description	qty
4002293378145	simple	Default Category	Wüsthof Crafter 6" Cook's Knife	Wüsthof Crafter 6" Cook's Knife		1	215.00	Wüsthof-Crafter-6-Cook-s-Knife	Wüsthof Crafter 6" Cook's Knife	Wüsthof Crafter 6" Cook's Knife	Wüsthof Crafter 6" Cook's Knife	100
4002293418209	simple	Default Category	Wusthof Classic 5-Inch Hollow Ground Santoku Knife 	Wusthof Classic 5-Inch Hollow Ground Santoku Knife 		1	135.00	Wusthof-Classic-5-Inch-Hollow-Ground-Santoku-Knife	Wusthof Classic 5-Inch Hollow Ground Santoku Knife 	Wusthof Classic 5-Inch Hollow Ground Santoku Knife 	Wusthof Classic 5-Inch Hollow Ground Santoku Knife 	100
4002293550800	simple	Default Category	GPII 10" POULTRY SHEARS	GPII 10" POULTRY SHEARS		1	79.99	GPII-10-POULTRY-SHEARS	GPII 10" POULTRY SHEARS	GPII 10" POULTRY SHEARS	GPII 10" POULTRY SHEARS	100
4002293894416	simple	Default Category	Wusthof Classic Two Piece Prep Set	Wusthof Classic Two Piece Prep Set		2	175.00	Wusthof-Classic-Two-Piece-Prep-Set	Wusthof Classic Two Piece Prep Set	Wusthof Classic Two Piece Prep Set	Wusthof Classic Two Piece Prep Set	100
4006950033774	simple	Default Category	Peugeot Black Peppercorns 	Peugeot Black Peppercorns 		0.5	11.99	Peugeot-Black-Peppercorns	Peugeot Black Peppercorns 	Peugeot Black Peppercorns 	Peugeot Black Peppercorns 	100
469000085	simple	Default Category	All-Clad Non-Stick Fry Pan Set - PROMO	All-Clad Non-Stick Fry Pan Set - PROMO		1	149.99	All-Clad-Non-Stick-Fry-Pan-Set-PROMO	All-Clad Non-Stick Fry Pan Set - PROMO	All-Clad Non-Stick Fry Pan Set - PROMO	All-Clad Non-Stick Fry Pan Set - PROMO	100
46928542772	simple	Default Category	VICT. PARING KNIFE BLACK	VICT. PARING KNIFE BLACK		1	8.99	VICT.-PARING-KNIFE-BLACK	VICT. PARING KNIFE BLACK	VICT. PARING KNIFE BLACK	VICT. PARING KNIFE BLACK	100
46928542789	simple	Default Category	VICT. PARING KNIFE RED	VICT. PARING KNIFE RED		1	8.99	VICT.-PARING-KNIFE-RED	VICT. PARING KNIFE RED	VICT. PARING KNIFE RED	VICT. PARING KNIFE RED	100
46928542796	simple	Default Category	VICT. PARING KNIFE SERR. BLACK	VICT. PARING KNIFE SERR. BLACK		1	8.99	VICT.-PARING-KNIFE-SERR.-BLACK	VICT. PARING KNIFE SERR. BLACK	VICT. PARING KNIFE SERR. BLACK	VICT. PARING KNIFE SERR. BLACK	100
46928542802	simple	Default Category	VICT.  PARING KNIFE SERR. RED	VICT.  PARING KNIFE SERR. RED		1	8.99	VICT.-PARING-KNIFE-SERR.-RED	VICT.  PARING KNIFE SERR. RED	VICT.  PARING KNIFE SERR. RED	VICT.  PARING KNIFE SERR. RED	100
46928542819	simple	Default Category	VICT. VEGETABLE KNIFE BLACK	VICT. VEGETABLE KNIFE BLACK		1	8.99	VICT.-VEGETABLE-KNIFE-BLACK	VICT. VEGETABLE KNIFE BLACK	VICT. VEGETABLE KNIFE BLACK	VICT. VEGETABLE KNIFE BLACK	100
46928542826	simple	Default Category	VICT. VEGETABLE KNIFE RED	VICT. VEGETABLE KNIFE RED		1	8.99	VICT.-VEGETABLE-KNIFE-RED	VICT. VEGETABLE KNIFE RED	VICT. VEGETABLE KNIFE RED	VICT. VEGETABLE KNIFE RED	100
46928542833	simple	Default Category	VICT VEGETABLE SERR. KNIFE BLK	VICT VEGETABLE SERR. KNIFE BLK		1	8.99	VICT-VEGETABLE-SERR.-KNIFE-BLK	VICT VEGETABLE SERR. KNIFE BLK	VICT VEGETABLE SERR. KNIFE BLK	VICT VEGETABLE SERR. KNIFE BLK	100
46928542840	simple	Default Category	Victorinox 4" Serrated Spear Point Paring Knife - Red	Victorinox 4" Serrated Spear Point Paring Knife - Red		1	8.99	Victorinox-4-Serrated-Spear-Point-Paring-Knife-Red	Victorinox 4" Serrated Spear Point Paring Knife - Red	Victorinox 4" Serrated Spear Point Paring Knife - Red	Victorinox 4" Serrated Spear Point Paring Knife - Red	100
46928542956	simple	Default Category	VICT. STEAK KNIFE BLACK	VICT. STEAK KNIFE BLACK		1	9.99	VICT.-STEAK-KNIFE-BLACK	VICT. STEAK KNIFE BLACK	VICT. STEAK KNIFE BLACK	VICT. STEAK KNIFE BLACK	100
4974305708137	simple	Default Category	Zojirushi Virtouso Breadmaker 	Zojirushi Virtouso Breadmaker 		15	279.99	Zojirushi-Virtouso-Breadmaker	Zojirushi Virtouso Breadmaker 	Zojirushi Virtouso Breadmaker 	Zojirushi Virtouso Breadmaker 	100
50946872902	simple	Default Category	5Qt Artisan Mixer - Empire Red 	5Qt Artisan Mixer - Empire Red 		10	349.00	5Qt-Artisan-Mixer-Empire-Red	5Qt Artisan Mixer - Empire Red 	5Qt Artisan Mixer - Empire Red 	5Qt Artisan Mixer - Empire Red 	100
50946872926	simple	Default Category	ARTISAN 5QT TILT MIXER ALMOND	ARTISAN 5QT TILT MIXER ALMOND		1	349.00	ARTISAN-5QT-TILT-MIXER-ALMOND	ARTISAN 5QT TILT MIXER ALMOND	ARTISAN 5QT TILT MIXER ALMOND	ARTISAN 5QT TILT MIXER ALMOND	100
50946873022	simple	Default Category	ARTISAN 5QT TILT MIXER WHITE	ARTISAN 5QT TILT MIXER WHITE		1	349.00	ARTISAN-5QT-TILT-MIXER-WHITE	ARTISAN 5QT TILT MIXER WHITE	ARTISAN 5QT TILT MIXER WHITE	ARTISAN 5QT TILT MIXER WHITE	100
50946889825	simple	Default Category	ARTISAN 5QT TILT MIXER CAVIAR	ARTISAN 5QT TILT MIXER CAVIAR		1	349.00	ARTISAN-5QT-TILT-MIXER-CAVIAR	ARTISAN 5QT TILT MIXER CAVIAR	ARTISAN 5QT TILT MIXER CAVIAR	ARTISAN 5QT TILT MIXER CAVIAR	100
50946889849	simple	Default Category	ARTISAN 5QT TILT MIX PISTACHIO	ARTISAN 5QT TILT MIX PISTACHIO		1	349.00	ARTISAN-5QT-TILT-MIX-PISTACHIO	ARTISAN 5QT TILT MIX PISTACHIO	ARTISAN 5QT TILT MIX PISTACHIO	ARTISAN 5QT TILT MIX PISTACHIO	100
510130	simple	Default Category	 Fine 12" Honing Steel	 Fine 12" Honing Steel		1	49.99	Fine-12-Honing-Steel	 Fine 12" Honing Steel	 Fine 12" Honing Steel	 Fine 12" Honing Steel	100
54067207209	simple	Default Category	Zyliss Bottle Stopper	Zyliss Bottle Stopper		0.1	2.50	Zyliss-Bottle-Stopper	Zyliss Bottle Stopper	Zyliss Bottle Stopper	Zyliss Bottle Stopper	100
54067316208	simple	Default Category	Zyliss Lettuce Knife - Green	Zyliss Lettuce Knife - Green		1	3.99	Zyliss-Lettuce-Knife-Green	Zyliss Lettuce Knife - Green	Zyliss Lettuce Knife - Green	Zyliss Lettuce Knife - Green	100
54067890005	simple	Default Category	Jamie Oliver Beautiful Bread Bin	Jamie Oliver Beautiful Bread Bin		1	69.99	Jamie-Oliver-Beautiful-Bread-Bin	Jamie Oliver Beautiful Bread Bin	Jamie Oliver Beautiful Bread Bin	Jamie Oliver Beautiful Bread Bin	100
5463	simple	Default Category	Fleur de Sel Sea Salt - 2.5LB Bag	Fleur de Sel Sea Salt - 2.5LB Bag		4	15.00	Fleur-de-Sel-Sea-Salt-2.5LB-Bag	Fleur de Sel Sea Salt - 2.5LB Bag	Fleur de Sel Sea Salt - 2.5LB Bag	Fleur de Sel Sea Salt - 2.5LB Bag	100
608666699431	simple	Default Category	Lemon Basil Dish Soap	Lemon Basil Dish Soap		1	10.99	Lemon-Basil-Dish-Soap	Lemon Basil Dish Soap	Lemon Basil Dish Soap	Lemon Basil Dish Soap	100
608666699455	simple	Default Category	Michel Design Works Dish Soap - Beach 	Michel Design Works Dish Soap - Beach 		1	10.99	Michel-Design-Works-Dish-Soap-Beach	Michel Design Works Dish Soap - Beach 	Michel Design Works Dish Soap - Beach 	Michel Design Works Dish Soap - Beach 	100
616010990806	simple	Default Category	MAC BROTHERS BLACK GARLIC	MAC BROTHERS BLACK GARLIC		1	10.00	MAC-BROTHERS-BLACK-GARLIC	MAC BROTHERS BLACK GARLIC	MAC BROTHERS BLACK GARLIC	MAC BROTHERS BLACK GARLIC	100
630870033909	simple	Default Category	Le Creuset Non-Stick Deep Fry Pan 11"	Le Creuset Non-Stick Deep Fry Pan 11"		1	145.00	Le-Creuset-Non-Stick-Deep-Fry-Pan-11	Le Creuset Non-Stick Deep Fry Pan 11"	Le Creuset Non-Stick Deep Fry Pan 11"	Le Creuset Non-Stick Deep Fry Pan 11"	100
630870041126	simple	Default Category	LOAF PAN - CHERRY 9"X 5" X 3"	LOAF PAN - CHERRY 9"X 5" X 3"		1	50.00	LOAF-PAN-CHERRY-9X-5-X-3	LOAF PAN - CHERRY 9"X 5" X 3"	LOAF PAN - CHERRY 9"X 5" X 3"	LOAF PAN - CHERRY 9"X 5" X 3"	100
630870046169	simple	Default Category	Le Creuset 2 qt. Non-stick Saucepan with Glass Lid 	Le Creuset 2 qt. Non-stick Saucepan with Glass Lid 		1	115.00	Le-Creuset-2-qt.-Non-stick-Saucepan-with-Glass-Lid	Le Creuset 2 qt. Non-stick Saucepan with Glass Lid 	Le Creuset 2 qt. Non-stick Saucepan with Glass Lid 	Le Creuset 2 qt. Non-stick Saucepan with Glass Lid 	100
630870046961	simple	Default Category	LOAF PAN - FLAME 9"X 5" X 3"	LOAF PAN - FLAME 9"X 5" X 3"		1	50.00	LOAF-PAN-FLAME-9X-5-X-3	LOAF PAN - FLAME 9"X 5" X 3"	LOAF PAN - FLAME 9"X 5" X 3"	LOAF PAN - FLAME 9"X 5" X 3"	100
630870089456	simple	Default Category	LC BUTTER DI- BLUE 7.75X4.5	LC BUTTER DI- BLUE 7.75X4.5		1	35.00	LC-BUTTER-DI-BLUE-7.75X4.5	LC BUTTER DI- BLUE 7.75X4.5	LC BUTTER DI- BLUE 7.75X4.5	LC BUTTER DI- BLUE 7.75X4.5	100
630870089746	simple	Default Category	LC LOAF PAN - BLUE 9"X 5" X 3"	LC LOAF PAN - BLUE 9"X 5" X 3"		1	50.00	LC-LOAF-PAN-BLUE-9X-5-X-3	LC LOAF PAN - BLUE 9"X 5" X 3"	LC LOAF PAN - BLUE 9"X 5" X 3"	LC LOAF PAN - BLUE 9"X 5" X 3"	100
630870198462	simple	Default Category	Le Creuset French Press - Marine	Le Creuset French Press - Marine		3	74.99	Le-Creuset-French-Press-Marine	Le Creuset French Press - Marine	Le Creuset French Press - Marine	Le Creuset French Press - Marine	100
630870231329	simple	Default Category	Le Creuset  French Press - Provence	Le Creuset  French Press - Provence		1.5	75.00	Le-Creuset-French-Press-Provence	Le Creuset  French Press - Provence	Le Creuset  French Press - Provence	Le Creuset  French Press - Provence	100
630870281515	simple	Default Category	Le Creuset Herb Planter - Shell Pink	Le Creuset Herb Planter - Shell Pink		1.5	19.99	Le-Creuset-Herb-Planter-Shell-Pink	Le Creuset Herb Planter - Shell Pink	Le Creuset Herb Planter - Shell Pink	Le Creuset Herb Planter - Shell Pink	100
630870281522	simple	Default Category	Le Creuset Herb Planter - Ice Green	Le Creuset Herb Planter - Ice Green		1.5	19.99	Le-Creuset-Herb-Planter-Ice-Green	Le Creuset Herb Planter - Ice Green	Le Creuset Herb Planter - Ice Green	Le Creuset Herb Planter - Ice Green	100
630870281539	simple	Default Category	Le Creuset Herb Planter - Coastal Blue 	Le Creuset Herb Planter - Coastal Blue 		1.5	19.99	Le-Creuset-Herb-Planter-Coastal-Blue	Le Creuset Herb Planter - Coastal Blue 	Le Creuset Herb Planter - Coastal Blue 	Le Creuset Herb Planter - Coastal Blue 	100
630870281546	simple	Default Category	Le Creuset Herb Planter - Meringue	Le Creuset Herb Planter - Meringue		1	19.99	Le-Creuset-Herb-Planter-Meringue	Le Creuset Herb Planter - Meringue	Le Creuset Herb Planter - Meringue	Le Creuset Herb Planter - Meringue	100
630870281553	simple	Default Category	Le Creuset Herb Planter - Provence	Le Creuset Herb Planter - Provence		1	19.99	Le-Creuset-Herb-Planter-Provence	Le Creuset Herb Planter - Provence	Le Creuset Herb Planter - Provence	Le Creuset Herb Planter - Provence	100
630870300094	simple	Default Category	Le Creuset Heritage 9" Pie Dish - Artichaut	Le Creuset Heritage 9" Pie Dish - Artichaut		4	50.00	Le-Creuset-Heritage-9-Pie-Dish-Artichaut	Le Creuset Heritage 9" Pie Dish - Artichaut	Le Creuset Heritage 9" Pie Dish - Artichaut	Le Creuset Heritage 9" Pie Dish - Artichaut	100
635452856167	simple	Default Category	Simplicity Round Glass Pitcher	Simplicity Round Glass Pitcher		3	24.99	Simplicity-Round-Glass-Pitcher	Simplicity Round Glass Pitcher	Simplicity Round Glass Pitcher	Simplicity Round Glass Pitcher	100
639266331049	simple	Default Category	Olive Tree Apron 	Olive Tree Apron 		1	44.99	Olive-Tree-Apron	Olive Tree Apron 	Olive Tree Apron 	Olive Tree Apron 	100
64180152430	simple	Default Category	 Ivory Napkin - Single 	 Ivory Napkin - Single 		1	2.99	Ivory-Napkin-Single	 Ivory Napkin - Single 	 Ivory Napkin - Single 	 Ivory Napkin - Single 	100
662969013011	simple	Default Category	Reversible Carving Board with Juice Groove 18 x 12 x 1.5	Reversible Carving Board with Juice Groove 18 x 12 x 1.5		1	69.00	Reversible-Carving-Board-with-Juice-Groove-18-x-12-x-1.5	Reversible Carving Board with Juice Groove 18 x 12 x 1.5	Reversible Carving Board with Juice Groove 18 x 12 x 1.5	Reversible Carving Board with Juice Groove 18 x 12 x 1.5	100
662969357887	simple	Default Category	John Boos Reversible Edge Grain Maple with Juice Groove - 18x12x2.5" 	John Boos Reversible Edge Grain Maple with Juice Groove - 18x12x2.5" 		1	101.99	John-Boos-Reversible-Edge-Grain-Maple-with-Juice-Groove-18x12x2.5	John Boos Reversible Edge Grain Maple with Juice Groove - 18x12x2.5" 	John Boos Reversible Edge Grain Maple with Juice Groove - 18x12x2.5" 	John Boos Reversible Edge Grain Maple with Juice Groove - 18x12x2.5" 	100
6651	simple	Default Category	Grandpa's Best Really Frickin Hot BBQ Sauce	Grandpa's Best Really Frickin Hot BBQ Sauce		2	9.99	Grandpa-s-Best-Really-Frickin-Hot-BBQ-Sauce	Grandpa's Best Really Frickin Hot BBQ Sauce	Grandpa's Best Really Frickin Hot BBQ Sauce	Grandpa's Best Really Frickin Hot BBQ Sauce	100
67532021100641	simple	Default Category	Blentec Designer 675 Blender - Champagne 	Blentec Designer 675 Blender - Champagne 		14	529.99	Blentec-Designer-675-Blender-Champagne	Blentec Designer 675 Blender - Champagne 	Blentec Designer 675 Blender - Champagne 	Blentec Designer 675 Blender - Champagne 	100
680474184712	simple	Default Category	Wet-It Swedish Dishcloths - Green Dots 	Wet-It Swedish Dishcloths - Green Dots 		0.2	6.50	Wet-It-Swedish-Dishcloths-Green-Dots	Wet-It Swedish Dishcloths - Green Dots 	Wet-It Swedish Dishcloths - Green Dots 	Wet-It Swedish Dishcloths - Green Dots 	100
685248917671	simple	Default Category	Wet-It Swedish Dishcloths -Daisy Pig 	Wet-It Swedish Dishcloths -Daisy Pig 		1	5.99	Wet-It-Swedish-Dishcloths-Daisy-Pig	Wet-It Swedish Dishcloths -Daisy Pig 	Wet-It Swedish Dishcloths -Daisy Pig 	Wet-It Swedish Dishcloths -Daisy Pig 	100
697691804507	simple	Default Category	Wet-It Swedish Dishcloths - Little Chix  	Wet-It Swedish Dishcloths - Little Chix  		1	5.99	Wet-It-Swedish-Dishcloths-Little-Chix	Wet-It Swedish Dishcloths - Little Chix  	Wet-It Swedish Dishcloths - Little Chix  	Wet-It Swedish Dishcloths - Little Chix  	100
697691804552	simple	Default Category	Wet-It Swedish Dishcloths - Cat Lover 	Wet-It Swedish Dishcloths - Cat Lover 		0.2	5.99	Wet-It-Swedish-Dishcloths-Cat-Lover	Wet-It Swedish Dishcloths - Cat Lover 	Wet-It Swedish Dishcloths - Cat Lover 	Wet-It Swedish Dishcloths - Cat Lover 	100
700000874	simple	Default Category	Father's Day Desserts Class	Father's Day Desserts Class		0.1	70.00	Father-s-Day-Desserts-Class	Father's Day Desserts Class	Father's Day Desserts Class	Father's Day Desserts Class	100
704550021934	simple	Default Category	Peel 'n Slide™ Double Sided Peeler	Peel 'n Slide™ Double Sided Peeler		1	7.99	Peel-n-Slide™-Double-Sided-Peeler	Peel 'n Slide™ Double Sided Peeler	Peel 'n Slide™ Double Sided Peeler	Peel 'n Slide™ Double Sided Peeler	100
70537000569	simple	Default Category	Gourmac Garlic Saver 	Gourmac Garlic Saver 		0.2	3.50	Gourmac-Garlic-Saver	Gourmac Garlic Saver 	Gourmac Garlic Saver 	Gourmac Garlic Saver 	100
70537000590	simple	Default Category	Gourmac Onion Keeper 	Gourmac Onion Keeper 		1	4.99	Gourmac-Onion-Keeper	Gourmac Onion Keeper 	Gourmac Onion Keeper 	Gourmac Onion Keeper 	100
70537002839	simple	Default Category	Gourmac Pantry Basket	Gourmac Pantry Basket		3	8.99	Gourmac-Pantry-Basket	Gourmac Pantry Basket	Gourmac Pantry Basket	Gourmac Pantry Basket	100
70896147493	simple	Default Category	GINGERBREAD HOUSE BOX CUTTER	GINGERBREAD HOUSE BOX CUTTER		1	5.99	GINGERBREAD-HOUSE-BOX-CUTTER	GINGERBREAD HOUSE BOX CUTTER	GINGERBREAD HOUSE BOX CUTTER	GINGERBREAD HOUSE BOX CUTTER	100
71012013302	simple	Default Category	Self-Raising Flour - Unbleached	Self-Raising Flour - Unbleached		6	6.95	Self-Raising-Flour-Unbleached	Self-Raising Flour - Unbleached	Self-Raising Flour - Unbleached	Self-Raising Flour - Unbleached	100
71012301409	simple	Default Category	 Apple Pie Spice	 Apple Pie Spice		1	7.99	Apple-Pie-Spice	 Apple Pie Spice	 Apple Pie Spice	 Apple Pie Spice	100
71012301812	simple	Default Category	Pumpkin Pie Spice	Pumpkin Pie Spice		1	7.99	Pumpkin-Pie-Spice	Pumpkin Pie Spice	Pumpkin Pie Spice	Pumpkin Pie Spice	100
711381000663	simple	Default Category	Stonewall Kitchen Strawberry Jam (OLD)	Stonewall Kitchen Strawberry Jam (OLD)		2	8.99	Stonewall-Kitchen-Strawberry-Jam-(OLD)	Stonewall Kitchen Strawberry Jam (OLD)	Stonewall Kitchen Strawberry Jam (OLD)	Stonewall Kitchen Strawberry Jam (OLD)	100
711381306116	simple	Default Category	New England Cocktail Sauce	New England Cocktail Sauce		1	5.95	New-England-Cocktail-Sauce	New England Cocktail Sauce	New England Cocktail Sauce	New England Cocktail Sauce	100
711381311295	simple	Default Category	Double Chocolate Pancake & Waffle Mix	Double Chocolate Pancake & Waffle Mix		1	10.99	Double-Chocolate-Pancake-Waffle-Mix	Double Chocolate Pancake & Waffle Mix	Double Chocolate Pancake & Waffle Mix	Double Chocolate Pancake & Waffle Mix	100
711381329917	simple	Default Category	Strawberry Vanilla Dessert Topping	Strawberry Vanilla Dessert Topping		0.5	8.99	Strawberry-Vanilla-Dessert-Topping	Strawberry Vanilla Dessert Topping	Strawberry Vanilla Dessert Topping	Strawberry Vanilla Dessert Topping	100
711381335109	simple	Default Category	Rosé Vinaigrette	Rosé Vinaigrette		1	8.99	Rosé-Vinaigrette	Rosé Vinaigrette	Rosé Vinaigrette	Rosé Vinaigrette	100
71581711876	simple	Default Category	STAR SIX POINT 3.5" BLUE	STAR SIX POINT 3.5" BLUE		1	3.00	STAR-SIX-POINT-3.5-BLUE	STAR SIX POINT 3.5" BLUE	STAR SIX POINT 3.5" BLUE	STAR SIX POINT 3.5" BLUE	100
72601	simple	Default Category	Wooden Kitchen Utensil & Gadget Crock 	Wooden Kitchen Utensil & Gadget Crock 		1	19.95	Wooden-Kitchen-Utensil-Gadget-Crock	Wooden Kitchen Utensil & Gadget Crock 	Wooden Kitchen Utensil & Gadget Crock 	Wooden Kitchen Utensil & Gadget Crock 	100
742414361123	simple	Default Category	MW SPRINKLE BOWL 11CM LIME	MW SPRINKLE BOWL 11CM LIME		1	2.99	MW-SPRINKLE-BOWL-11CM-LIME	MW SPRINKLE BOWL 11CM LIME	MW SPRINKLE BOWL 11CM LIME	MW SPRINKLE BOWL 11CM LIME	100
742414361161	simple	Default Category	MW SPRINKLE BOWL 11CM RED	MW SPRINKLE BOWL 11CM RED		1	2.99	MW-SPRINKLE-BOWL-11CM-RED	MW SPRINKLE BOWL 11CM RED	MW SPRINKLE BOWL 11CM RED	MW SPRINKLE BOWL 11CM RED	100
745367270238	simple	Default Category	Gingerbread Men Edible Confetti	Gingerbread Men Edible Confetti		1	3.00	Gingerbread-Men-Edible-Confetti	Gingerbread Men Edible Confetti	Gingerbread Men Edible Confetti	Gingerbread Men Edible Confetti	100
752423551897	simple	Default Category	EAT COOKBOOK HOLDER	EAT COOKBOOK HOLDER		1	34.99	EAT-COOKBOOK-HOLDER	EAT COOKBOOK HOLDER	EAT COOKBOOK HOLDER	EAT COOKBOOK HOLDER	100
75536304359	simple	Default Category	Lodge 2018 Made in America Series Skillet	Lodge 2018 Made in America Series Skillet		6	29.99	Lodge-2018-Made-in-America-Series-Skillet	Lodge 2018 Made in America Series Skillet	Lodge 2018 Made in America Series Skillet	Lodge 2018 Made in America Series Skillet	100
7611160003188	simple	Default Category	Victorinox 4" Straight, Spear Point Paring Knife - Black 	Victorinox 4" Straight, Spear Point Paring Knife - Black 		1	8.99	Victorinox-4-Straight,-Spear-Point-Paring-Knife-Black	Victorinox 4" Straight, Spear Point Paring Knife - Black 	Victorinox 4" Straight, Spear Point Paring Knife - Black 	Victorinox 4" Straight, Spear Point Paring Knife - Black 	100
761995020854	simple	Default Category	PERFECT TEA SPOON	PERFECT TEA SPOON		1	4.99	PERFECT-TEA-SPOON	PERFECT TEA SPOON	PERFECT TEA SPOON	PERFECT TEA SPOON	100
761995020861	simple	Default Category	PERFECT COFFEE SPOON	PERFECT COFFEE SPOON		1	5.99	PERFECT-COFFEE-SPOON	PERFECT COFFEE SPOON	PERFECT COFFEE SPOON	PERFECT COFFEE SPOON	100
761995024388	simple	Default Category	Stainless Steel 1.5-qt Mixing Bowl 	Stainless Steel 1.5-qt Mixing Bowl 		1	2.99	Stainless-Steel-1.5-qt-Mixing-Bowl	Stainless Steel 1.5-qt Mixing Bowl 	Stainless Steel 1.5-qt Mixing Bowl 	Stainless Steel 1.5-qt Mixing Bowl 	100
7640119212678	simple	Default Category	Swiss Diamond 7" Fry Pan	Swiss Diamond 7" Fry Pan		1	49.99	Swiss-Diamond-7-Fry-Pan	Swiss Diamond 7" Fry Pan	Swiss Diamond 7" Fry Pan	Swiss Diamond 7" Fry Pan	100
768545032442	simple	Default Category	3 Minute Hourglass Timer	3 Minute Hourglass Timer		0.1	4.99	3-Minute-Hourglass-Timer	3 Minute Hourglass Timer	3 Minute Hourglass Timer	3 Minute Hourglass Timer	100
781723970046	simple	Default Category	Helen Chen Carbon Steel Wok 14"	Helen Chen Carbon Steel Wok 14"		6	34.99	Helen-Chen-Carbon-Steel-Wok-14	Helen Chen Carbon Steel Wok 14"	Helen Chen Carbon Steel Wok 14"	Helen Chen Carbon Steel Wok 14"	100
7870	simple	Default Category	Essential Knife Skills 101 Class	Essential Knife Skills 101 Class		0	70.00	Essential-Knife-Skills-101-Class	Essential Knife Skills 101 Class	Essential Knife Skills 101 Class	Essential Knife Skills 101 Class	100
78915022080	simple	Default Category	Progressive Butter Keeper	Progressive Butter Keeper		1	5.99	Progressive-Butter-Keeper	Progressive Butter Keeper	Progressive Butter Keeper	Progressive Butter Keeper	100
78915037183	simple	Default Category	Progressive Prepworks Adjust-A-Slice and Julienne Mandoline	Progressive Prepworks Adjust-A-Slice and Julienne Mandoline		2	34.99	Progressive-Prepworks-Adjust-A-Slice-and-Julienne-Mandoline	Progressive Prepworks Adjust-A-Slice and Julienne Mandoline	Progressive Prepworks Adjust-A-Slice and Julienne Mandoline	Progressive Prepworks Adjust-A-Slice and Julienne Mandoline	100
78915040632	simple	Default Category	Progressive Mini ProKeeper	Progressive Mini ProKeeper		0.5	5.99	Progressive-Mini-ProKeeper	Progressive Mini ProKeeper	Progressive Mini ProKeeper	Progressive Mini ProKeeper	100
78915045973	simple	Default Category	Snap Fit measuring Spoons	Snap Fit measuring Spoons		0.2	7.99	Snap-Fit-measuring-Spoons	Snap Fit measuring Spoons	Snap Fit measuring Spoons	Snap Fit measuring Spoons	100
790010557129	simple	Default Category	Laguiole Cheese Knife - Assorted	Laguiole Cheese Knife - Assorted		0.1	11.99	Laguiole-Cheese-Knife-Assorted	Laguiole Cheese Knife - Assorted	Laguiole Cheese Knife - Assorted	Laguiole Cheese Knife - Assorted	100
794151402089	simple	Default Category	Coffee Team Pro Plus with Thermal Carafe	Coffee Team Pro Plus with Thermal Carafe		6	259.99	Coffee-Team-Pro-Plus-with-Thermal-Carafe	Coffee Team Pro Plus with Thermal Carafe	Coffee Team Pro Plus with Thermal Carafe	Coffee Team Pro Plus with Thermal Carafe	100
794151402515	simple	Default Category	Capresso Mini Electric Kettle 	Capresso Mini Electric Kettle 		1	29.99	Capresso-Mini-Electric-Kettle	Capresso Mini Electric Kettle 	Capresso Mini Electric Kettle 	Capresso Mini Electric Kettle 	100
810996011252	simple	Default Category	RECT. RND EDGE GRAIN BOARD	RECT. RND EDGE GRAIN BOARD		1	27.99	RECT.-RND-EDGE-GRAIN-BOARD	RECT. RND EDGE GRAIN BOARD	RECT. RND EDGE GRAIN BOARD	RECT. RND EDGE GRAIN BOARD	100
